"LABEL","DESCRIPTION"
"N04BC09","rotigotine"
"G04BE08","tadalafil"
"N02CC05","almotriptan"
"C10AB04","gemfibrozil"
"G04BE09","vardenafil"
"N04BC02","pergolide"
"L01AX03","temozolomide"
"N07BC02","methadone"
"H01CB02","octreotide"
"R03AC18","indacaterol"
"R03CC03","terbutaline"
"A02BB01","misoprostol"
"G02BA03","plastic IUD with progestogen"
"N05AN01","lithium"
"G03FA17","drospirenone and estrogen"
"A10BX07","liraglutide"
"N02CC04","rizatriptan"
"L01DB03","epirubicin"
"G03DB02","megestrol"
"A07EC03","olsalazine"
"B03XA03","methoxy polyethylene glycol-epoetin beta"
"L01CB01","etoposide"
"G04BE03","sildenafil"
"A10BH03","saxagliptin"
"J05AH02","oseltamivir"
"R03DA05","aminophylline"
"A10BX03","nateglinide"
"R01AC02","levocabastine"
"J01XX08","linezolid"
"L02BB01","flutamide"
"L04AX02","thalidomide"
"N05AB02","fluphenazine"
"L02AE01","buserelin"
"M03BX01","baclofen"
"G03CA57","conjugated estrogens"
"G04BD01","emepronium"
"N02AA01","morphine"
"G03DC02","norethisterone"
"H05AA02","teriparatide"
"L04AB04","adalimumab"
"M01CB03","auranofin"
"C09BB02","enalapril and lercanidipine"
"N06AX12","bupropion"
"N06AX17","milnacipran"
"R03BB02","oxitropium bromide"
"B01AB10","tinzaparin"
"L04AA06","mycophenolic acid"
"C01BA01","quinidine"
"G03DC03","lynestrenol"
"A06AD12","lactitol"
"A10BD05","metformin and pioglitazone"
"L02AB02","medroxyprogesterone"
"L02BA03","fulvestrant"
"C09BB05","ramipril and felodipine"
"B01AE05","ximelagatran"
"C10AB02","bezafibrate"
"M03AX01","botulinum toxin"
"C01BD07","dronedarone"
"H02AB01","betamethasone"
"C01BA03","disopyramide"
"C01BB02","mexiletine"
"L04AD01","ciclosporin"
"N04BC01","bromocriptine"
"M05BA02","clodronic acid"
"L02AA02","polyestradiol phosphate"
"J01CF05","flucloxacillin"
"M01CC01","penicillamine"
"N05AA01","chlorpromazine"
"A14AB01","nandrolone"
"J01CF01","dicloxacillin"
"G02CB01","bromocriptine"
"L03AB04","interferon alfa-2a"
"L02BG06","exemestane"
"L02BG04","letrozole"
"G03FB08","dydrogesterone and estrogen"
"A11CC02","dihydrotachysterol"
"G03FA14","dydrogesterone and estrogen"
"R03BA08","ciclesonide"
"G03FB05","norethisterone and estrogen"
"G03FB06","medroxyprogesterone and estrogen"
"L01BB05","fludarabine"
"J01XX01","fosfomycin"
"C05AA01","hydrocortisone"
"G03BB01","mesterolone"
"C01BC03","propafenone"
"N06AG02","moclobemide"
"N02CC03","zolmitriptan"
"J02AB02","ketoconazole"
"L02BA02","toremifene"
"A03BA03","hyoscyamine"
"L01AA02","chlorambucil"
"G01AF05","econazole"
"L02BX02","degarelix"
"C01CA24","epinephrine"
"M05BA08","zoledronic acid"
"N03AX11","topiramate"
"N05AB01","dixyrazine"
"N05AX12","aripiprazole"
"C09DX01","valsartan, amlodipine and hydrochlorothiazide"
"L01XX35","anagrelide"
"R03DX07","roflumilast"
"M04AA03","febuxostat"
"L01CA04","vinorelbine"
"N05AF01","flupentixol"
"N05AF05","zuclopenthixol"
"L01XE04","sunitinib"
"N07BB01","disulfiram"
"A07EA06","budesonide"
"G03CX01","tibolone"
"C09BB04","perindopril and amlodipine"
"C04AX01","cyclandelate"
"N05BE01","buspirone"
"C07FB03","atenolol and other antihypertensives"
"H04AA01","glucagon"
"L03AA02","filgrastim"
"C02AC01","clonidine"
"G03XC01","raloxifene"
"A10AB06","insulin glulisine"
"A10AB04","insulin lispro"
"A12AA05","calcium lactate"
"H05BX01","cinacalcet"
"A12AA06","calcium lactate gluconate"
"A12AA10","calcium glucoheptonate"
"A12AA12","calcium acetate anhydrous"
"A12AA08","calcium glycerylphosphate"
"G03DA02","medroxyprogesterone"
"N03AX14","levetiracetam"
"A05AA02","ursodeoxycholic acid"
"N07AA03","distigmine"
"N04BC06","cabergoline"
"L01AA01","cyclophosphamide"
"C10AB05","fenofibrate"
"N05AC01","periciazine"
"N04BD02","rasagiline"
"R01BA01","phenylpropanolamine"
"R05DA09","dextromethorphan"
"N05AF03","chlorprothixene"
"N06AX18","reboxetine"
"B03XA02","darbepoetin alfa"
"C09DA02","eprosartan and diuretics"
"N06AX05","trazodone"
"N05BA02","chlordiazepoxide"
"N02CA52","ergotamine, combinations excl. psycholeptics"
"R03AC04","fenoterol"
"M01AC01","piroxicam"
"N05AH02","clozapine"
"G03BA03","testosterone"
"A11CC03","alfacalcidol"
"C10BA02","simvastatin and ezetimibe"
"L03AA13","pegfilgrastim"
"N03AF02","oxcarbazepine"
"L01BB02","mercaptopurine"
"N06AB08","fluvoxamine"
"A02BA03","famotidine"
"N06AA10","nortriptyline"
"A01AC01","triamcinolone"
"J04BA02","dapsone"
"R03AC12","salmeterol"
"B01AX06",
"L04AA13","leflunomide"
"L01BA01","methotrexate"
"G03FB09","levonorgestrel and estrogen"
"A04AA02","granisetron"
"A07EA02","hydrocortisone"
"B01AE07","dabigatran etexilate"
"R06AX13","loratadine"
"R06AX18","acrivastine"
"N03AX09","lamotrigine"
"N06AA06","trimipramine"
"L01XX11","estramustine"
"J04AB02","rifampicin"
"J01XC01","fusidic acid"
"B01AX05","fondaparinux"
"A07AA09","vancomycin"
"C02CA01","prazosin"
"N04BC04","ropinirole"
"A10BX02","repaglinide"
"M01AG01","mefenamic acid"
"A10BG02","rosiglitazone"
"C07BB02","metoprolol and thiazides"
"R03DC01","zafirlukast"
"N06AB05","paroxetine"
"N05AL01","sulpiride"
"N06AA04","clomipramine"
"A10BG03","pioglitazone"
"R03BC03","nedocromil"
"M05BA01","etidronic acid"
"M05BB04","risedronic acid, calcium and colecalciferol, sequential"
"B03XA01","erythropoietin"
"M05BX04","denosumab"
"R03AC13","formoterol"
"C09DA08","olmesartan medoxomil and diuretics"
"L04AX01","azathioprine"
"A02BA04","nizatidine"
"G03HA01","cyproterone"
"A03FA02","cisapride"
"R01AD05","budesonide"
"C03DB01","amiloride"
"C09BA03","lisinopril and diuretics"
"C09AA06","quinapril"
"A10BH02","vildagliptin"
"N06AX16","venlafaxine"
"H01BA02","desmopressin"
"J01CE08","benzathine benzylpenicillin"
"C08CA07","nisoldipine"
"N04BB01","amantadine"
"C07AB08","celiprolol"
"R06AX26","fexofenadine"
"L01XE01","imatinib"
"M03BA52","carisoprodol, combinations excl. psycholeptics"
"A10BD03","metformin and rosiglitazone"
"L01AA03","melphalan"
"J01FA15","telithromycin"
"N04BD01","selegiline"
"C07AB05","betaxolol"
"M01AB51","indometacin, combinations"
"L01XX05","hydroxycarbamide"
"G04BD09","trospium"
"G03FA12","medroxyprogesterone and estrogen"
"R01AX03","ipratropium bromide"
"C09DA07","telmisartan and diuretics"
"H02AB02","dexamethasone"
"M01AE11","tiaprofenic acid"
"M03BC01","orphenadrine (citrate)"
"N04BA03","levodopa, decarboxylase inhibitor and COMT inhibitor"
"M01CB01","sodium aurothiomalate"
"C09BA06","quinapril and diuretics"
"M01AB01","indometacin"
"A10BD08","metformin and vildagliptin"
"N05CD02","nitrazepam"
"M01AC02","tenoxicam"
"C09AA03","lisinopril"
"A10AB01","insulin (human)"
"G03FA01","norethisterone and estrogen"
"A10AD05","insulin aspart"
"A10AD01","insulin (human)"
"C09CA08","olmesartan medoxomil"
"A10AE05","insulin detemir"
"C01BD01","amiodarone"
"M01AB16","aceclofenac"
"C10AC01","colestyramine"
"A10AB05","insulin aspart"
"C09CA02","eprosartan"
"N06AX21","duloxetine"
"A11DB","Vitamin B1 in combination with vitamin B6 and/or vitamin B12"
"M01AH03","valdecoxib"
"L04AX03","methotrexate"
"N02CC01","sumatriptan"
"L01BC06","capecitabine"
"A07DA03","loperamide"
"H02BX01","methylprednisolone, combinations"
"R03CC02","salbutamol"
"C07AB12","nebivolol"
"C09DB01","valsartan and amlodipine"
"H02AB09","hydrocortisone"
"A03CA02","clidinium and psycholeptics"
"C02AC05","moxonidine"
"C07AA06","timolol"
"L02AE03","goserelin"
"L02AE02","leuprorelin"
"L02BB03","bicalutamide"
"G04BD11","fesoterodine"
"A10AE04","insulin glargine"
"G04CA52","tamsulosin and dutasteride"
"G04CB02","dutasteride"
"A07EC01","sulfasalazine"
"J02AC02","itraconazole"
"C01BC04","flecainide"
"R01AC01","cromoglicic acid"
"H02AB04","methylprednisolone"
"J01FA01","erythromycin"
"J01AA07","tetracycline"
"N05AC02","thioridazine"
"A10AC01","insulin (human)"
"N03AB02","phenytoin"
"N06AX03","mianserin"
"N05AA02","levomepromazine"
"A02BX02","sucralfate"
"R01AD01","beclometasone"
"C09DA01","losartan and diuretics"
"C09CA07","telmisartan"
"H03BB01","carbimazole"
"B01AB04","dalteparin"
"C03BA11","indapamide"
"R01AD11","triamcinolone"
"R05DA01","ethylmorphine"
"G04CA02","tamsulosin"
"G04CB01","finasteride"
"C09BA05","ramipril and diuretics"
"N04AA02","biperiden"
"M01AX01","nabumetone"
"N04BX02","entacapone"
"N03AX12","gabapentin"
"N05AD03","melperone"
"R05CB01","acetylcysteine"
"M01AE03","ketoprofen"
"A01AB04","amphotericin B"
"G04BD08","solifenacin"
"P01BA02","hydroxychloroquine"
"R03DA04","theophylline"
"R06AX22","ebastine"
"R03BB01","ipratropium bromide"
"R03BB04","tiotropium bromide"
"R03AL02",
"R03AC03","terbutaline"
"C10AA07","rosuvastatin"
"N05BA01","diazepam"
"M01AH02","rofecoxib"
"C08CA13","lercanidipine"
"A10BX01","guar gum"
"J05AB11","valaciclovir"
"G04CA01","alfuzosin"
"C10AA04","fluvastatin"
"L02BG03","anastrozole"
"A07EC02","mesalazine"
"J01FF01","clindamycin"
"R01AD12","fluticasone furoate"
"J01DC02","cefuroxime"
"N04BC05","pramipexole"
"R01AD08","fluticasone"
"M09AA72","quinine, combinations with psycholeptics"
"N05AH03","olanzapine"
"M03BC51","orphenadrine, combinations"
"C08CA03","isradipine"
"A07AA02","nystatin"
"R03BA02","budesonide"
"N02AA05","oxycodone"
"A02BD03","lansoprazole, amoxicillin and metronidazole"
"G01AA10","clindamycin"
"B01AB05","enoxaparin"
"G03CA04","estriol"
"M01AG02","tolfenamic acid"
"J01EE01","sulfamethoxazole and trimethoprim"
"R03DC03","montelukast"
"R03BA05","fluticasone"
"M01AE52","naproxen and esomeprazole"
"A10BD07","metformin and sitagliptin"
"A10BH01","sitagliptin"
"R03AL01",
"C08CA05","nifedipine"
"A10BA02","metformin"
"C07AB04","acebutolol"
"N05AB03","perphenazine"
"N05AD01","haloperidol"
"A02BC04","rabeprazole"
"C05AA08","fluocortolone"
"J01DC04","cefaclor"
"N07CA01","betahistine"
"C08DA01","verapamil"
"A10BB12","glimepiride"
"J01MA01","ofloxacin"
"N06AB06","sertraline"
"C09AA01","captopril"
"B01AC04","clopidogrel"
"N06AB10","escitalopram"
"C09DA03","valsartan and diuretics"
"C08CA10","nilvadipine"
"C07FB02","metoprolol and other antihypertensives"
"M05BX03","strontium ranelate"
"R06AE07","cetirizine"
"A01AB09","miconazole"
"A06AC51","ispaghula, combinations"
"C09BA02","enalapril and diuretics"
"A02BD02","lansoprazole, tetracycline and metronidazole"
"A02BD07","lansoprazole, amoxicillin and clarithromycin"
"C09BA04","perindopril and diuretics"
"J01FA06","roxithromycin"
"R01AD09","mometasone"
"N03AE01","clonazepam"
"J01XE01","nitrofurantoin"
"J02AC01","fluconazole"
"M04AA01","allopurinol"
"J01MA14","moxifloxacin"
"N03AG01","valproic acid"
"N06DA03","rivastigmine"
"J05AB09","famciclovir"
"C10AA05","atorvastatin"
"C04AE01","ergoloid mesylates"
"C10AX09","ezetimibe"
"C10AA03","pravastatin"
"M01AB55","diclofenac, combinations"
"N05AB04","prochlorperazine"
"B01AC30","combinations"
"A10AD04","Insulin lispro "
"L02BA01","tamoxifen"
"M01AE02","naproxen"
"A10BB01","glibenclamide"
"N06AA12","doxepin"
"N02AC04","dextropropoxyphene"
"N06DA04","galantamine"
"C07AA07","sotalol"
"A10BB07","glipizide"
"R06AX27","desloratadine"
"R01BA52","pseudoephedrine, combinations"
"C07AA05","propranolol"
"R03AK06","salmeterol and other drugs for obstructive airway diseases"
"R03AK07","formoterol and other drugs for obstructive airway diseases"
"R03BA01","beclometasone"
"C08CA02","felodipine"
"A02BA02","ranitidine"
"J01MA12","levofloxacin"
"C07AG02","carvedilol"
"M01AH01","celecoxib"
"G04BD10","darifenacin"
"J01FA10","azithromycin"
"M05BB03","alendronic acid and colecalciferol"
"C10AA02","lovastatin"
"N03AX16","pregabalin"
"N04BA02","levodopa and decarboxylase inhibitor"
"C10AA01","simvastatin"
"C08DB01","diltiazem"
"N05AH04","quetiapine"
"N06AA09","amitriptyline"
"H02AA02","fludrocortisone"
"J01CF02","cloxacillin"
"R06AE09","levocetirizine"
"B02AA02","tranexamic acid"
"P01AB01","metronidazole"
"J01AA04","lymecycline"
"C09CA01","losartan"
"A04AA01","ondansetron"
"J01FA09","clarithromycin"
"A02BC05","esomeprazole"
"M01AB08","etodolac"
"M03BX02","tizanidine"
"M02AA15","diclofenac"
"J01EA01","trimethoprim"
"N05CF02","zolpidem"
"G04BD04","oxybutynin"
"M01AB05","diclofenac"
"C07AA03","pindolol"
"C01CA01","etilefrine"
"J01XX05","methenamine"
"N02CA01","dihydroergotamine"
"B01AC07","dipyridamole"
"J05AB01","aciclovir"
"J01MA06","norfloxacin"
"N02AX02","tramadol"
"N02AE01","buprenorphine"
"N02AA59","codeine, combinations excl. psycholeptics"
"M09AX01","hyaluronic acid"
"N06DX01","memantine"
"A02BC03","lansoprazole"
"M01AH05","etoricoxib"
"J01DB05","cefadroxil"
"M02AA07","piroxicam"
"M01AC06","meloxicam"
"H05BA01","calcitonin (salmon synthetic)"
"B03BA03","hydroxocobalamin"
"A06AC01","ispaghula (psylla seeds)"
"J01EE02","sulfadiazine and trimethoprim"
"C09CA03","valsartan"
"C03EA02","trichlormethiazide and potassium-sparing agents"
"J01CR02","amoxicillin and enzyme inhibitor"
"C09AA02","enalapril"
"M01AX05","glucosamine"
"C07BB07","bisoprolol and thiazides"
"A12BA01","potassium chloride"
"N06AX11","mirtazapine"
"C03DA01","spironolactone"
"J01MA02","ciprofloxacin"
"C03AA03","hydrochlorothiazide"
"C09AA04","perindopril"
"G03CA03","estradiol"
"N03AF01","carbamazepine"
"N02AB03","fentanyl"
"J01CA08","pivmecillinam"
"N05BA06","lorazepam"
"H02AB07","prednisone"
"M05BA06","ibandronic acid"
"H02AB06","prednisolone"
"R03AC02","salbutamol"
"N05CD07","temazepam"
"M01AE01","ibuprofen"
"J01CE02","phenoxymethylpenicillin"
"N05BA04","oxazepam"
"N06AB03","fluoxetine"
"N06CA01","amitriptyline and psycholeptics"
"C08CA01","amlodipine"
"C07AB07","bisoprolol"
"B01AA03","warfarin"
"C01AA05","digoxin"
"J01CA04","amoxicillin"
"C07AB02","metoprolol"
"C01DA14","isosorbide mononitrate"
"A03FA01","metoclopramide"
"A02BC02","pantoprazole"
"A06AD11","lactulose"
"G04BD07","tolterodine"
"R05DA20","combinations"
"J01AA02","doxycycline"
"J01DB01","cefalexin"
"M05BA07","risedronic acid"
"C09AA05","ramipril"
"A12AX","Calcium, combinations with vitamin D and/or other drugs"
"C03CA01","furosemide"
"M05BA04","alendronic acid"
"C01DA08","isosorbide dinitrate"
"N05AX08","risperidone"
"B03BA02","cyanocobalamin tannin complex"
"N02BE01","paracetamol"
"C09DA06","candesartan and diuretics "
"C09CA06","candesartan"
"C01DA02","glyceryl trinitrate"
"A02BC01","omeprazole"
"H03AA01","levothyroxine sodium"
"C07AB03","atenolol"
"C03EA01","hydrochlorothiazide and potassium-sparing agents"
"M02AA10","ketoprofen"
"N06AB04","citalopram"
"C03EB01","furosemide and potassium-sparing agents"
"N06DA02","donepezil"
"N05BA12","alprazolam"
"N05CF01","zopiclone"
