"LABEL","DESCRIPTION"
"B03BA01","cyanocobalamin"
"C08CA06","nimodipine"
"G03HB01","cyproterone and estrogen"
"R06AE03","cyclizine"
"L01AX03","temozolomide"
"H01CB02","octreotide"
"G04BE09","vardenafil"
"N04BC02","pergolide"
"A02BB01","misoprostol"
"R03AC18","indacaterol"
"R03CC03","terbutaline"
"N07BC02","methadone"
"G02BA03","plastic IUD with progestogen"
"N05AN01","lithium"
"G03DB02","megestrol"
"R01AC02","levocabastine"
"L01DB03","epirubicin"
"J01XX08","linezolid"
"L04AX02","thalidomide"
"A07EC03","olsalazine"
"L02BB01","flutamide"
"M03BX01","baclofen"
"L02AE01","buserelin"
"N05AB02","fluphenazine"
"A10BX07","liraglutide"
"G04BE03","sildenafil"
"B03XA03","methoxy polyethylene glycol-epoetin beta"
"L01CB01","etoposide"
"N02CC04","rizatriptan"
"G03FA17","drospirenone and estrogen"
"R03DA05","aminophylline"
"A10BX03","nateglinide"
"J05AH02","oseltamivir"
"A10BH03","saxagliptin"
"C09BB02","enalapril and lercanidipine"
"M01CB03","auranofin"
"G04BD01","emepronium"
"H05AA02","teriparatide"
"G03DC02","norethisterone"
"R03BB02","oxitropium bromide"
"N02AA01","morphine"
"L04AB04","adalimumab"
"N06AX12","bupropion"
"G03CA57","conjugated estrogens"
"N06AX17","milnacipran"
"L02AB02","medroxyprogesterone"
"C01BA01","quinidine"
"A10BD05","metformin and pioglitazone"
"L04AA06","mycophenolic acid"
"C09BB05","ramipril and felodipine"
"B01AE05","ximelagatran"
"B01AB10","tinzaparin"
"A06AD12","lactitol"
"M03AX01","botulinum toxin"
"C10AB02","bezafibrate"
"L02BA03","fulvestrant"
"G03DC03","lynestrenol"
"C01BD07","dronedarone"
"C01BA03","disopyramide"
"L04AD01","ciclosporin"
"H02AB01","betamethasone"
"C01BB02","mexiletine"
"M05BA02","clodronic acid"
"M01CC01","penicillamine"
"N04BC01","bromocriptine"
"N05AA01","chlorpromazine"
"J01CF05","flucloxacillin"
"L02AA02","polyestradiol phosphate"
"A14AB01","nandrolone"
"J01CF01","dicloxacillin"
"L02BG06","exemestane"
"G02CB01","bromocriptine"
"G03FB08","dydrogesterone and estrogen"
"R03BA08","ciclesonide"
"L03AB04","interferon alfa-2a"
"A11CC02","dihydrotachysterol"
"G03FA14","dydrogesterone and estrogen"
"L02BG04","letrozole"
"G03FB05","norethisterone and estrogen"
"C01BC03","propafenone"
"G03FB06","medroxyprogesterone and estrogen"
"N06AG02","moclobemide"
"C05AA01","hydrocortisone"
"J02AB02","ketoconazole"
"G03BB01","mesterolone"
"L01BB05","fludarabine"
"J01XX01","fosfomycin"
"L02BA02","toremifene"
"L01AA02","chlorambucil"
"N02CC03","zolmitriptan"
"A03BA03","hyoscyamine"
"G01AF05","econazole"
"C01CA24","epinephrine"
"M05BA08","zoledronic acid"
"L01XX35","anagrelide"
"N05AB01","dixyrazine"
"C09DX01","valsartan, amlodipine and hydrochlorothiazide"
"N03AX11","topiramate"
"M04AA03","febuxostat"
"N05AX12","aripiprazole"
"L02BX02","degarelix"
"L01CA04","vinorelbine"
"R03DX07","roflumilast"
"A07EA06","budesonide"
"N05AF05","zuclopenthixol"
"G03CX01","tibolone"
"N07BB01","disulfiram"
"N05AF01","flupentixol"
"L01XE04","sunitinib"
"C04AX01","cyclandelate"
"C09BB04","perindopril and amlodipine"
"N05BE01","buspirone"
"H04AA01","glucagon"
"C07FB03","atenolol and other antihypertensives"
"L03AA02","filgrastim"
"C02AC01","clonidine"
"A12AA08","calcium glycerylphosphate"
"A10AB06","insulin glulisine"
"N03AX14","levetiracetam"
"N07AA03","distigmine"
"A05AA02","ursodeoxycholic acid"
"G03XC01","raloxifene"
"A10AB04","insulin lispro"
"C10AB05","fenofibrate"
"N04BC06","cabergoline"
"N04BD02","rasagiline"
"A12AA06","calcium lactate gluconate"
"H05BX01","cinacalcet"
"N05AC01","periciazine"
"A12AA10","calcium glucoheptonate"
"A12AA05","calcium lactate"
"G03DA02","medroxyprogesterone"
"A12AA12","calcium acetate anhydrous"
"L01AA01","cyclophosphamide"
"N06AX18","reboxetine"
"B03XA02","darbepoetin alfa"
"N06AX05","trazodone"
"N05AF03","chlorprothixene"
"N05BA02","chlordiazepoxide"
"R01BA01","phenylpropanolamine"
"C09DA02","eprosartan and diuretics"
"R05DA09","dextromethorphan"
"M01AC01","piroxicam"
"N02CA52","ergotamine, combinations excl. psycholeptics"
"A02BA03","famotidine"
"N05AH02","clozapine"
"G03BA03","testosterone"
"R03AC04","fenoterol"
"A11CC03","alfacalcidol"
"J04BA02","dapsone"
"N06AB08","fluvoxamine"
"L03AA13","pegfilgrastim"
"C10BA02","simvastatin and ezetimibe"
"L01BB02","mercaptopurine"
"N03AF02","oxcarbazepine"
"N06AA10","nortriptyline"
"A01AC01","triamcinolone"
"R03AC12","salmeterol"
"L01BA01","methotrexate"
"B01AX06",
"L04AA13","leflunomide"
"G03FB09","levonorgestrel and estrogen"
"A07EA02","hydrocortisone"
"B01AE07","dabigatran etexilate"
"A04AA02","granisetron"
"J04AB02","rifampicin"
"R06AX13","loratadine"
"R06AX18","acrivastine"
"B01AX05","fondaparinux"
"L01XX11","estramustine"
"N06AA06","trimipramine"
"C02CA01","prazosin"
"N03AX09","lamotrigine"
"J01XC01","fusidic acid"
"A07AA09","vancomycin"
"A10BG02","rosiglitazone"
"N04BC04","ropinirole"
"M01AG01","mefenamic acid"
"A10BX02","repaglinide"
"C07BB02","metoprolol and thiazides"
"R03DC01","zafirlukast"
"N05AL01","sulpiride"
"N06AB05","paroxetine"
"M05BB04","risedronic acid, calcium and colecalciferol, sequential"
"A10BG03","pioglitazone"
"M05BX04","denosumab"
"N06AA04","clomipramine"
"M05BA01","etidronic acid"
"B03XA01","erythropoietin"
"R03BC03","nedocromil"
"R03AC13","formoterol"
"C09DA08","olmesartan medoxomil and diuretics"
"G03HA01","cyproterone"
"L04AX01","azathioprine"
"J01CE08","benzathine benzylpenicillin"
"A03FA02","cisapride"
"R01AD05","budesonide"
"C09BA03","lisinopril and diuretics"
"A02BA04","nizatidine"
"C08CA07","nisoldipine"
"N06AX16","venlafaxine"
"A10BH02","vildagliptin"
"C09AA06","quinapril"
"H01BA02","desmopressin"
"N04BB01","amantadine"
"C03DB01","amiloride"
"C07AB08","celiprolol"
"L01XE01","imatinib"
"R06AX26","fexofenadine"
"A10BD03","metformin and rosiglitazone"
"M03BA52","carisoprodol, combinations excl. psycholeptics"
"L01AA03","melphalan"
"J01FA15","telithromycin"
"N04BD01","selegiline"
"G04BD09","trospium"
"M01AE11","tiaprofenic acid"
"C07AB05","betaxolol"
"M01AB01","indometacin"
"N05CD02","nitrazepam"
"G03FA12","medroxyprogesterone and estrogen"
"L01XX05","hydroxycarbamide"
"C09DA07","telmisartan and diuretics"
"R01AX03","ipratropium bromide"
"M01AB51","indometacin, combinations"
"A10AB01","insulin (human)"
"C09AA03","lisinopril"
"G03FA01","norethisterone and estrogen"
"H02AB02","dexamethasone"
"M01CB01","sodium aurothiomalate"
"C09BA06","quinapril and diuretics"
"M03BC01","orphenadrine (citrate)"
"N04BA03","levodopa, decarboxylase inhibitor and COMT inhibitor"
"M01AC02","tenoxicam"
"A10BD08","metformin and vildagliptin"
"C09CA08","olmesartan medoxomil"
"A10AD01","insulin (human)"
"A10AE05","insulin detemir"
"N06AX21","duloxetine"
"A10AD05","insulin aspart"
"C09CA02","eprosartan"
"C01BD01","amiodarone"
"A10AB05","insulin aspart"
"C10AC01","colestyramine"
"A11DB","Vitamin B1 in combination with vitamin B6 and/or vitamin B12"
"M01AB16","aceclofenac"
"A07DA03","loperamide"
"H02AB09","hydrocortisone"
"C09DB01","valsartan and amlodipine"
"C02AC05","moxonidine"
"M01AH03","valdecoxib"
"R03CC02","salbutamol"
"L04AX03","methotrexate"
"C07AB12","nebivolol"
"A03CA02","clidinium and psycholeptics"
"N02CC01","sumatriptan"
"H02BX01","methylprednisolone, combinations"
"L01BC06","capecitabine"
"C07AA06","timolol"
"A10AE04","insulin glargine"
"L02AE02","leuprorelin"
"L02BB03","bicalutamide"
"G04BD11","fesoterodine"
"G04CB02","dutasteride"
"G04CA52","tamsulosin and dutasteride"
"J02AC02","itraconazole"
"C01BC04","flecainide"
"L02AE03","goserelin"
"A07EC01","sulfasalazine"
"H02AB04","methylprednisolone"
"R01AC01","cromoglicic acid"
"J01FA01","erythromycin"
"N03AB02","phenytoin"
"N05AA02","levomepromazine"
"J01AA07","tetracycline"
"N05AC02","thioridazine"
"A10AC01","insulin (human)"
"N06AX03","mianserin"
"R01AD01","beclometasone"
"A02BX02","sucralfate"
"C09DA01","losartan and diuretics"
"C09CA07","telmisartan"
"C03BA11","indapamide"
"R01AD11","triamcinolone"
"H03BB01","carbimazole"
"B01AB04","dalteparin"
"R05DA01","ethylmorphine"
"G04CA02","tamsulosin"
"N04AA02","biperiden"
"G04CB01","finasteride"
"M01AX01","nabumetone"
"C09BA05","ramipril and diuretics"
"N04BX02","entacapone"
"N03AX12","gabapentin"
"R05CB01","acetylcysteine"
"M01AE03","ketoprofen"
"G04BD08","solifenacin"
"P01BA02","hydroxychloroquine"
"A01AB04","amphotericin B"
"R03DA04","theophylline"
"N05AD03","melperone"
"R06AX22","ebastine"
"R03BB04","tiotropium bromide"
"R03BB01","ipratropium bromide"
"R03AL02",
"C10AA07","rosuvastatin"
"R03AC03","terbutaline"
"M01AH02","rofecoxib"
"C08CA13","lercanidipine"
"N05BA01","diazepam"
"A10BX01","guar gum"
"J05AB11","valaciclovir"
"G04CA01","alfuzosin"
"L02BG03","anastrozole"
"C10AA04","fluvastatin"
"A07EC02","mesalazine"
"N02AA05","oxycodone"
"A02BD03","lansoprazole, amoxicillin and metronidazole"
"B01AB05","enoxaparin"
"J01DC02","cefuroxime"
"G01AA10","clindamycin"
"J01EE01","sulfamethoxazole and trimethoprim"
"R01AD12","fluticasone furoate"
"M01AG02","tolfenamic acid"
"J01FF01","clindamycin"
"G03CA04","estriol"
"C08CA03","isradipine"
"R03DC03","montelukast"
"N05AH03","olanzapine"
"M09AA72","quinine, combinations with psycholeptics"
"N04BC05","pramipexole"
"M03BC51","orphenadrine, combinations"
"R01AD08","fluticasone"
"A07AA02","nystatin"
"R03BA02","budesonide"
"R03BA05","fluticasone"
"C07AB04","acebutolol"
"N05AD01","haloperidol"
"A02BC04","rabeprazole"
"R03AL01",
"A10BD07","metformin and sitagliptin"
"A10BH01","sitagliptin"
"A10BA02","metformin"
"C08CA05","nifedipine"
"N05AB03","perphenazine"
"M01AE52","naproxen and esomeprazole"
"N06AB06","sertraline"
"N06AB10","escitalopram"
"J01MA01","ofloxacin"
"C09DA03","valsartan and diuretics"
"J01DC04","cefaclor"
"B01AC04","clopidogrel"
"A10BB12","glimepiride"
"C08DA01","verapamil"
"C05AA08","fluocortolone"
"C08CA10","nilvadipine"
"C09AA01","captopril"
"N07CA01","betahistine"
"A06AC51","ispaghula, combinations"
"M05BX03","strontium ranelate"
"C07FB02","metoprolol and other antihypertensives"
"A02BD02","lansoprazole, tetracycline and metronidazole"
"C09BA02","enalapril and diuretics"
"A01AB09","miconazole"
"A02BD07","lansoprazole, amoxicillin and clarithromycin"
"R06AE07","cetirizine"
"C09BA04","perindopril and diuretics"
"R01AD09","mometasone"
"J01FA06","roxithromycin"
"N03AE01","clonazepam"
"N03AG01","valproic acid"
"J02AC01","fluconazole"
"M04AA01","allopurinol"
"J01XE01","nitrofurantoin"
"N06DA03","rivastigmine"
"J01MA14","moxifloxacin"
"C10AA05","atorvastatin"
"C04AE01","ergoloid mesylates"
"C10AX09","ezetimibe"
"C10AA03","pravastatin"
"J05AB09","famciclovir"
"M01AB55","diclofenac, combinations"
"A10AD04","Insulin lispro "
"N05AB04","prochlorperazine"
"N02AC04","dextropropoxyphene"
"B01AC30","combinations"
"L02BA01","tamoxifen"
"A10BB01","glibenclamide"
"M01AE02","naproxen"
"N06AA12","doxepin"
"C07AA07","sotalol"
"N06DA04","galantamine"
"R06AX27","desloratadine"
"A10BB07","glipizide"
"R01BA52","pseudoephedrine, combinations"
"R03AK07","formoterol and other drugs for obstructive airway diseases"
"G04BD10","darifenacin"
"C08CA02","felodipine"
"C07AA05","propranolol"
"A02BA02","ranitidine"
"R03AK06","salmeterol and other drugs for obstructive airway diseases"
"R03BA01","beclometasone"
"M01AH01","celecoxib"
"C07AG02","carvedilol"
"J01MA12","levofloxacin"
"C10AA02","lovastatin"
"C10AA01","simvastatin"
"N03AX16","pregabalin"
"M05BB03","alendronic acid and colecalciferol"
"J01FA10","azithromycin"
"N04BA02","levodopa and decarboxylase inhibitor"
"H02AA02","fludrocortisone"
"C08DB01","diltiazem"
"N06AA09","amitriptyline"
"N05AH04","quetiapine"
"J01AA04","lymecycline"
"N05CF02","zolpidem"
"G04BD04","oxybutynin"
"C01CA01","etilefrine"
"M01AB05","diclofenac"
"J01XX05","methenamine"
"J01CF02","cloxacillin"
"N02CA01","dihydroergotamine"
"R06AE09","levocetirizine"
"B02AA02","tranexamic acid"
"P01AB01","metronidazole"
"C07AA03","pindolol"
"M03BX02","tizanidine"
"J01FA09","clarithromycin"
"M01AB08","etodolac"
"M02AA15","diclofenac"
"C09CA01","losartan"
"A02BC05","esomeprazole"
"A04AA01","ondansetron"
"J01EA01","trimethoprim"
"N02AX02","tramadol"
"J01MA06","norfloxacin"
"A02BC03","lansoprazole"
"N06DX01","memantine"
"B01AC07","dipyridamole"
"N02AE01","buprenorphine"
"M09AX01","hyaluronic acid"
"J05AB01","aciclovir"
"N02AA59","codeine, combinations excl. psycholeptics"
"M01AH05","etoricoxib"
"J01DB05","cefadroxil"
"C03EA02","trichlormethiazide and potassium-sparing agents"
"M01AC06","meloxicam"
"C07BB07","bisoprolol and thiazides"
"A06AC01","ispaghula (psylla seeds)"
"C09AA02","enalapril"
"H05BA01","calcitonin (salmon synthetic)"
"J01CR02","amoxicillin and enzyme inhibitor"
"J01EE02","sulfadiazine and trimethoprim"
"M01AX05","glucosamine"
"M02AA07","piroxicam"
"C09CA03","valsartan"
"B03BA03","hydroxocobalamin"
"A12BA01","potassium chloride"
"C03AA03","hydrochlorothiazide"
"J01MA02","ciprofloxacin"
"N06AX11","mirtazapine"
"C09AA04","perindopril"
"G03CA03","estradiol"
"C03DA01","spironolactone"
"J01CA08","pivmecillinam"
"N03AF01","carbamazepine"
"N05BA06","lorazepam"
"N02AB03","fentanyl"
"J01CE02","phenoxymethylpenicillin"
"H02AB07","prednisone"
"H02AB06","prednisolone"
"M05BA06","ibandronic acid"
"N05BA04","oxazepam"
"R03AC02","salbutamol"
"N05CD07","temazepam"
"N06CA01","amitriptyline and psycholeptics"
"C08CA01","amlodipine"
"N06AB03","fluoxetine"
"C07AB07","bisoprolol"
"M01AE01","ibuprofen"
"B01AA03","warfarin"
"C01AA05","digoxin"
"A03FA01","metoclopramide"
"C07AB02","metoprolol"
"J01CA04","amoxicillin"
"C01DA14","isosorbide mononitrate"
"G04BD07","tolterodine"
"A02BC02","pantoprazole"
"A06AD11","lactulose"
"R05DA20","combinations"
"J01AA02","doxycycline"
"C09AA05","ramipril"
"J01DB01","cefalexin"
"A12AX","Calcium, combinations with vitamin D and/or other drugs"
"M05BA07","risedronic acid"
"C03CA01","furosemide"
"M05BA04","alendronic acid"
"N05AX08","risperidone"
"B03BA02","cyanocobalamin tannin complex"
"C01DA08","isosorbide dinitrate"
"C09CA06","candesartan"
"N02BE01","paracetamol"
"C09DA06","candesartan and diuretics "
"A02BC01","omeprazole"
"C01DA02","glyceryl trinitrate"
"M02AA10","ketoprofen"
"H03AA01","levothyroxine sodium"
"C07AB03","atenolol"
"N06AB04","citalopram"
"C03EB01","furosemide and potassium-sparing agents"
"N06DA02","donepezil"
"C03EA01","hydrochlorothiazide and potassium-sparing agents"
"N05CF01","zopiclone"
"N05BA12","alprazolam"
