"LABEL","DESCRIPTION"
"atc_c02kx01","bosentan"
"atc_h01ca02","nafarelin"
"atc_g03ga06","follitropin beta"
"atc_n03ax18","lacosamide"
"atc_p01ba01","chloroquine"
"atc_c09ca04","irbesartan"
"atc_l01db06","idarubicin"
"atc_r06ax25","mizolastine"
"atc_n07xx04","sodium oxybate"
"atc_h03ba02","propylthiouracil"
"atc_n06ba07","modafinil"
"atc_l02ab01","megestrol"
"atc_j01ce01","benzylpenicillin"
"atc_c04ax02","phenoxybenzamine"
"atc_l03ab08","interferon beta-1b"
"atc_g03da04","progesterone"
"atc_n05bb01","hydroxyzine"
"atc_l01xd03","methyl aminolevulinate"
"atc_l01xe07","lapatinib"
"atc_n06bx03","piracetam"
"atc_h01ac01","somatropin"
"atc_j02ac04","posaconazole"
"atc_a03ca05","glycopyrronium bromide and psycholeptics"
"atc_g02ab01","methylergometrine"
"atc_a03bb01","butylscopolamine"
"atc_j01ce09","procaine benzylpenicillin"
"atc_a08aa10","sibutramine"
"atc_j02ac03","voriconazole"
"atc_b01ac11","iloprost"
"atc_c05aa05","betamethasone"
"atc_l02bx03","abiraterone"
"atc_n02cc02","naratriptan"
"atc_a04ad12","aprepitant"
"atc_n06ba04","methylphenidate"
"atc_b01af02","apixaban"
"atc_a10ab02","insulin (beef)"
"atc_a10ae02","insulin (beef)"
"atc_c09aa16","imidapril"
"atc_m04ac01","colchicine"
"atc_r01ac03","azelastine"
"atc_n07bb04","naltrexone"
"atc_l01xe02","gefitinib"
"atc_c10ac02","colestipol"
"atc_r03ba07","mometasone"
"atc_n05ae03","sertindole"
"atc_l04ab06","golimumab"
"atc_l04ab05","certolizumab pegol"
"atc_l04ax04","lenalidomide"
"atc_g02cb03","cabergoline"
"atc_b01ac22","prasugrel"
"atc_l04ad02","tacrolimus"
"atc_c09bb10","trandolapril and verapamil"
"atc_a10bd04","glimepiride and rosiglitazone"
"atc_g04be04","yohimbine"
"atc_b01ac24","ticagrelor"
"atc_n02aa03","hydromorphone"
"atc_g03fb11","trimegestone and estrogen"
"atc_a10bh05","linagliptin"
"atc_r01ac07","nedocromil"
"atc_l01bc04","carmofur"
"atc_n03aa03","primidone"
"atc_a10bx04","exenatide"
"atc_n07xx02","riluzole"
"atc_l01xx17","topotecan"
"atc_h05aa03","parathyroid hormone"
"atc_a04aa03","tropisetron"
"atc_l03aa10","lenograstim"
"atc_j01dd04","ceftriaxone"
"atc_c07ag01","labetalol"
"atc_r03ak08",""
"atc_b01ac05","ticlopidine"
"atc_c09db02","olmesartan medoxomil and amlodipine"
"atc_a12aa07","calcium chloride"
"atc_r03ca02","ephedrine"
"atc_n02cc07","frovatriptan"
"atc_n05ba09","clobazam"
"atc_r05cb02","bromhexine"
"atc_g03db01","dydrogesterone"
"atc_a08ab01","orlistat"
"atc_c05ba04","pentosan polysulfate sodium"
"atc_n01bb02","lidocaine"
"atc_g04be01","alprostadil"
"atc_l04ac03","anakinra"
"atc_l04ab01","etanercept"
"atc_l01xe05","sorafenib"
"atc_n06ax22","agomelatine"
"atc_l01xe10","everolimus"
"atc_l01xe11","pazopanib"
"atc_n05ae04","ziprasidone"
"atc_a02ba07","ranitidine bismuth citrate"
"atc_c09xa02","aliskiren"
"atc_m01ae14","dexibuprofen"
"atc_c02dc01","minoxidil"
"atc_l01ab01","busulfan"
"atc_a09aa02","multienzymes (lipase, protease etc.)"
"atc_m01ac05","lornoxicam"
"atc_n02cc06","eletriptan"
"atc_l01xe03","erlotinib"
"atc_n07aa02","pyridostigmine"
"atc_h01cb03","lanreotide"
"atc_l03ab05","interferon alfa-2b"
"atc_c08ca06","nimodipine"
"atc_r03bc01","cromoglicic acid"
"atc_b03ba01","cyanocobalamin"
"atc_n03ag06","tiagabine"
"atc_r06ae03","cyclizine"
"atc_g03hb01","cyproterone and estrogen"
"atc_n04bc09","rotigotine"
"atc_g04be08","tadalafil"
"atc_n02cc05","almotriptan"
"atc_c10ab04","gemfibrozil"
"atc_g04be09","vardenafil"
"atc_n04bc02","pergolide"
"atc_l01ax03","temozolomide"
"atc_n07bc02","methadone"
"atc_h01cb02","octreotide"
"atc_r03ac18","indacaterol"
"atc_r03cc03","terbutaline"
"atc_a02bb01","misoprostol"
"atc_g02ba03","plastic IUD with progestogen"
"atc_n05an01","lithium"
"atc_g03fa17","drospirenone and estrogen"
"atc_a10bx07","liraglutide"
"atc_n02cc04","rizatriptan"
"atc_l01db03","epirubicin"
"atc_g03db02","megestrol"
"atc_a07ec03","olsalazine"
"atc_b03xa03","methoxy polyethylene glycol-epoetin beta"
"atc_l01cb01","etoposide"
"atc_g04be03","sildenafil"
"atc_a10bh03","saxagliptin"
"atc_j05ah02","oseltamivir"
"atc_r03da05","aminophylline"
"atc_a10bx03","nateglinide"
"atc_r01ac02","levocabastine"
"atc_j01xx08","linezolid"
"atc_l02bb01","flutamide"
"atc_l04ax02","thalidomide"
"atc_n05ab02","fluphenazine"
"atc_l02ae01","buserelin"
"atc_m03bx01","baclofen"
"atc_g03ca57","conjugated estrogens"
"atc_g04bd01","emepronium"
"atc_n02aa01","morphine"
"atc_g03dc02","norethisterone"
"atc_h05aa02","teriparatide"
"atc_l04ab04","adalimumab"
"atc_m01cb03","auranofin"
"atc_c09bb02","enalapril and lercanidipine"
"atc_n06ax12","bupropion"
"atc_n06ax17","milnacipran"
"atc_r03bb02","oxitropium bromide"
"atc_b01ab10","tinzaparin"
"atc_l04aa06","mycophenolic acid"
"atc_c01ba01","quinidine"
"atc_g03dc03","lynestrenol"
"atc_a06ad12","lactitol"
"atc_a10bd05","metformin and pioglitazone"
"atc_l02ab02","medroxyprogesterone"
"atc_l02ba03","fulvestrant"
"atc_c09bb05","ramipril and felodipine"
"atc_b01ae05","ximelagatran"
"atc_c10ab02","bezafibrate"
"atc_m03ax01","botulinum toxin"
"atc_c01bd07","dronedarone"
"atc_h02ab01","betamethasone"
"atc_c01ba03","disopyramide"
"atc_c01bb02","mexiletine"
"atc_l04ad01","ciclosporin"
"atc_n04bc01","bromocriptine"
"atc_m05ba02","clodronic acid"
"atc_l02aa02","polyestradiol phosphate"
"atc_j01cf05","flucloxacillin"
"atc_m01cc01","penicillamine"
"atc_n05aa01","chlorpromazine"
"atc_a14ab01","nandrolone"
"atc_j01cf01","dicloxacillin"
"atc_g02cb01","bromocriptine"
"atc_l03ab04","interferon alfa-2a"
"atc_l02bg06","exemestane"
"atc_l02bg04","letrozole"
"atc_g03fb08","dydrogesterone and estrogen"
"atc_a11cc02","dihydrotachysterol"
"atc_g03fa14","dydrogesterone and estrogen"
"atc_r03ba08","ciclesonide"
"atc_g03fb05","norethisterone and estrogen"
"atc_g03fb06","medroxyprogesterone and estrogen"
"atc_l01bb05","fludarabine"
"atc_j01xx01","fosfomycin"
"atc_c05aa01","hydrocortisone"
"atc_g03bb01","mesterolone"
"atc_c01bc03","propafenone"
"atc_n06ag02","moclobemide"
"atc_n02cc03","zolmitriptan"
"atc_j02ab02","ketoconazole"
"atc_l02ba02","toremifene"
"atc_a03ba03","hyoscyamine"
"atc_l01aa02","chlorambucil"
"atc_g01af05","econazole"
"atc_l02bx02","degarelix"
"atc_c01ca24","epinephrine"
"atc_m05ba08","zoledronic acid"
"atc_n03ax11","topiramate"
"atc_n05ab01","dixyrazine"
"atc_n05ax12","aripiprazole"
"atc_c09dx01","valsartan, amlodipine and hydrochlorothiazide"
"atc_l01xx35","anagrelide"
"atc_r03dx07","roflumilast"
"atc_m04aa03","febuxostat"
"atc_l01ca04","vinorelbine"
"atc_n05af01","flupentixol"
"atc_n05af05","zuclopenthixol"
"atc_l01xe04","sunitinib"
"atc_n07bb01","disulfiram"
"atc_a07ea06","budesonide"
"atc_g03cx01","tibolone"
"atc_c09bb04","perindopril and amlodipine"
"atc_c04ax01","cyclandelate"
"atc_n05be01","buspirone"
"atc_c07fb03","atenolol and other antihypertensives"
"atc_h04aa01","glucagon"
"atc_l03aa02","filgrastim"
"atc_c02ac01","clonidine"
"atc_g03xc01","raloxifene"
"atc_a10ab06","insulin glulisine"
"atc_a10ab04","insulin lispro"
"atc_a12aa05","calcium lactate"
"atc_h05bx01","cinacalcet"
"atc_a12aa06","calcium lactate gluconate"
"atc_a12aa10","calcium glucoheptonate"
"atc_a12aa12","calcium acetate anhydrous"
"atc_a12aa08","calcium glycerylphosphate"
"atc_g03da02","medroxyprogesterone"
"atc_n03ax14","levetiracetam"
"atc_a05aa02","ursodeoxycholic acid"
"atc_n07aa03","distigmine"
"atc_n04bc06","cabergoline"
"atc_l01aa01","cyclophosphamide"
"atc_c10ab05","fenofibrate"
"atc_n05ac01","periciazine"
"atc_n04bd02","rasagiline"
"atc_r01ba01","phenylpropanolamine"
"atc_r05da09","dextromethorphan"
"atc_n05af03","chlorprothixene"
"atc_n06ax18","reboxetine"
"atc_b03xa02","darbepoetin alfa"
"atc_c09da02","eprosartan and diuretics"
"atc_n06ax05","trazodone"
"atc_n05ba02","chlordiazepoxide"
"atc_n02ca52","ergotamine, combinations excl. psycholeptics"
"atc_r03ac04","fenoterol"
"atc_m01ac01","piroxicam"
"atc_n05ah02","clozapine"
"atc_g03ba03","testosterone"
"atc_a11cc03","alfacalcidol"
"atc_c10ba02","simvastatin and ezetimibe"
"atc_l03aa13","pegfilgrastim"
"atc_n03af02","oxcarbazepine"
"atc_l01bb02","mercaptopurine"
"atc_n06ab08","fluvoxamine"
"atc_a02ba03","famotidine"
"atc_n06aa10","nortriptyline"
"atc_a01ac01","triamcinolone"
"atc_j04ba02","dapsone"
"atc_r03ac12","salmeterol"
"atc_b01ax06",""
"atc_l04aa13","leflunomide"
"atc_l01ba01","methotrexate"
"atc_g03fb09","levonorgestrel and estrogen"
"atc_a04aa02","granisetron"
"atc_a07ea02","hydrocortisone"
"atc_b01ae07","dabigatran etexilate"
"atc_r06ax13","loratadine"
"atc_r06ax18","acrivastine"
"atc_n03ax09","lamotrigine"
"atc_n06aa06","trimipramine"
"atc_l01xx11","estramustine"
"atc_j04ab02","rifampicin"
"atc_j01xc01","fusidic acid"
"atc_b01ax05","fondaparinux"
"atc_a07aa09","vancomycin"
"atc_c02ca01","prazosin"
"atc_n04bc04","ropinirole"
"atc_a10bx02","repaglinide"
"atc_m01ag01","mefenamic acid"
"atc_a10bg02","rosiglitazone"
"atc_c07bb02","metoprolol and thiazides"
"atc_r03dc01","zafirlukast"
"atc_n06ab05","paroxetine"
"atc_n05al01","sulpiride"
"atc_n06aa04","clomipramine"
"atc_a10bg03","pioglitazone"
"atc_r03bc03","nedocromil"
"atc_m05ba01","etidronic acid"
"atc_m05bb04","risedronic acid, calcium and colecalciferol, sequential"
"atc_b03xa01","erythropoietin"
"atc_m05bx04","denosumab"
"atc_r03ac13","formoterol"
"atc_c09da08","olmesartan medoxomil and diuretics"
"atc_l04ax01","azathioprine"
"atc_a02ba04","nizatidine"
"atc_g03ha01","cyproterone"
"atc_a03fa02","cisapride"
"atc_r01ad05","budesonide"
"atc_c03db01","amiloride"
"atc_c09ba03","lisinopril and diuretics"
"atc_c09aa06","quinapril"
"atc_a10bh02","vildagliptin"
"atc_n06ax16","venlafaxine"
"atc_h01ba02","desmopressin"
"atc_j01ce08","benzathine benzylpenicillin"
"atc_c08ca07","nisoldipine"
"atc_n04bb01","amantadine"
"atc_c07ab08","celiprolol"
"atc_r06ax26","fexofenadine"
"atc_l01xe01","imatinib"
"atc_m03ba52","carisoprodol, combinations excl. psycholeptics"
"atc_a10bd03","metformin and rosiglitazone"
"atc_l01aa03","melphalan"
"atc_j01fa15","telithromycin"
"atc_n04bd01","selegiline"
"atc_c07ab05","betaxolol"
"atc_m01ab51","indometacin, combinations"
"atc_l01xx05","hydroxycarbamide"
"atc_g04bd09","trospium"
"atc_g03fa12","medroxyprogesterone and estrogen"
"atc_r01ax03","ipratropium bromide"
"atc_c09da07","telmisartan and diuretics"
"atc_h02ab02","dexamethasone"
"atc_m01ae11","tiaprofenic acid"
"atc_m03bc01","orphenadrine (citrate)"
"atc_n04ba03","levodopa, decarboxylase inhibitor and COMT inhibitor"
"atc_m01cb01","sodium aurothiomalate"
"atc_c09ba06","quinapril and diuretics"
"atc_m01ab01","indometacin"
"atc_a10bd08","metformin and vildagliptin"
"atc_n05cd02","nitrazepam"
"atc_m01ac02","tenoxicam"
"atc_c09aa03","lisinopril"
"atc_a10ab01","insulin (human)"
"atc_g03fa01","norethisterone and estrogen"
"atc_a10ad05","insulin aspart"
"atc_a10ad01","insulin (human)"
"atc_c09ca08","olmesartan medoxomil"
"atc_a10ae05","insulin detemir"
"atc_c01bd01","amiodarone"
"atc_m01ab16","aceclofenac"
"atc_c10ac01","colestyramine"
"atc_a10ab05","insulin aspart"
"atc_c09ca02","eprosartan"
"atc_n06ax21","duloxetine"
"atc_a11db","Vitamin B1 in combination with vitamin B6 and/or vitamin B12"
"atc_m01ah03","valdecoxib"
"atc_l04ax03","methotrexate"
"atc_n02cc01","sumatriptan"
"atc_l01bc06","capecitabine"
"atc_a07da03","loperamide"
"atc_h02bx01","methylprednisolone, combinations"
"atc_r03cc02","salbutamol"
"atc_c07ab12","nebivolol"
"atc_c09db01","valsartan and amlodipine"
"atc_h02ab09","hydrocortisone"
"atc_a03ca02","clidinium and psycholeptics"
"atc_c02ac05","moxonidine"
"atc_c07aa06","timolol"
"atc_l02ae03","goserelin"
"atc_l02ae02","leuprorelin"
"atc_l02bb03","bicalutamide"
"atc_g04bd11","fesoterodine"
"atc_a10ae04","insulin glargine"
"atc_g04ca52","tamsulosin and dutasteride"
"atc_g04cb02","dutasteride"
"atc_a07ec01","sulfasalazine"
"atc_j02ac02","itraconazole"
"atc_c01bc04","flecainide"
"atc_r01ac01","cromoglicic acid"
"atc_h02ab04","methylprednisolone"
"atc_j01fa01","erythromycin"
"atc_j01aa07","tetracycline"
"atc_n05ac02","thioridazine"
"atc_a10ac01","insulin (human)"
"atc_n03ab02","phenytoin"
"atc_n06ax03","mianserin"
"atc_n05aa02","levomepromazine"
"atc_a02bx02","sucralfate"
"atc_r01ad01","beclometasone"
"atc_c09da01","losartan and diuretics"
"atc_c09ca07","telmisartan"
"atc_h03bb01","carbimazole"
"atc_b01ab04","dalteparin"
"atc_c03ba11","indapamide"
"atc_r01ad11","triamcinolone"
"atc_r05da01","ethylmorphine"
"atc_g04ca02","tamsulosin"
"atc_g04cb01","finasteride"
"atc_c09ba05","ramipril and diuretics"
"atc_n04aa02","biperiden"
"atc_m01ax01","nabumetone"
"atc_n04bx02","entacapone"
"atc_n03ax12","gabapentin"
"atc_n05ad03","melperone"
"atc_r05cb01","acetylcysteine"
"atc_m01ae03","ketoprofen"
"atc_a01ab04","amphotericin B"
"atc_g04bd08","solifenacin"
"atc_p01ba02","hydroxychloroquine"
"atc_r03da04","theophylline"
"atc_r06ax22","ebastine"
"atc_r03bb01","ipratropium bromide"
"atc_r03bb04","tiotropium bromide"
"atc_r03al02",""
"atc_r03ac03","terbutaline"
"atc_c10aa07","rosuvastatin"
"atc_n05ba01","diazepam"
"atc_m01ah02","rofecoxib"
"atc_c08ca13","lercanidipine"
"atc_a10bx01","guar gum"
"atc_j05ab11","valaciclovir"
"atc_g04ca01","alfuzosin"
"atc_c10aa04","fluvastatin"
"atc_l02bg03","anastrozole"
"atc_a07ec02","mesalazine"
"atc_j01ff01","clindamycin"
"atc_r01ad12","fluticasone furoate"
"atc_j01dc02","cefuroxime"
"atc_n04bc05","pramipexole"
"atc_r01ad08","fluticasone"
"atc_m09aa72","quinine, combinations with psycholeptics"
"atc_n05ah03","olanzapine"
"atc_m03bc51","orphenadrine, combinations"
"atc_c08ca03","isradipine"
"atc_a07aa02","nystatin"
"atc_r03ba02","budesonide"
"atc_n02aa05","oxycodone"
"atc_a02bd03","lansoprazole, amoxicillin and metronidazole"
"atc_g01aa10","clindamycin"
"atc_b01ab05","enoxaparin"
"atc_g03ca04","estriol"
"atc_m01ag02","tolfenamic acid"
"atc_j01ee01","sulfamethoxazole and trimethoprim"
"atc_r03dc03","montelukast"
"atc_r03ba05","fluticasone"
"atc_m01ae52","naproxen and esomeprazole"
"atc_a10bd07","metformin and sitagliptin"
"atc_a10bh01","sitagliptin"
"atc_r03al01",""
"atc_c08ca05","nifedipine"
"atc_a10ba02","metformin"
"atc_c07ab04","acebutolol"
"atc_n05ab03","perphenazine"
"atc_n05ad01","haloperidol"
"atc_a02bc04","rabeprazole"
"atc_c05aa08","fluocortolone"
"atc_j01dc04","cefaclor"
"atc_n07ca01","betahistine"
"atc_c08da01","verapamil"
"atc_a10bb12","glimepiride"
"atc_j01ma01","ofloxacin"
"atc_n06ab06","sertraline"
"atc_c09aa01","captopril"
"atc_b01ac04","clopidogrel"
"atc_n06ab10","escitalopram"
"atc_c09da03","valsartan and diuretics"
"atc_c08ca10","nilvadipine"
"atc_c07fb02","metoprolol and other antihypertensives"
"atc_m05bx03","strontium ranelate"
"atc_r06ae07","cetirizine"
"atc_a01ab09","miconazole"
"atc_a06ac51","ispaghula, combinations"
"atc_c09ba02","enalapril and diuretics"
"atc_a02bd02","lansoprazole, tetracycline and metronidazole"
"atc_a02bd07","lansoprazole, amoxicillin and clarithromycin"
"atc_c09ba04","perindopril and diuretics"
"atc_j01fa06","roxithromycin"
"atc_r01ad09","mometasone"
"atc_n03ae01","clonazepam"
"atc_j01xe01","nitrofurantoin"
"atc_j02ac01","fluconazole"
"atc_m04aa01","allopurinol"
"atc_j01ma14","moxifloxacin"
"atc_n03ag01","valproic acid"
"atc_n06da03","rivastigmine"
"atc_j05ab09","famciclovir"
"atc_c10aa05","atorvastatin"
"atc_c04ae01","ergoloid mesylates"
"atc_c10ax09","ezetimibe"
"atc_c10aa03","pravastatin"
"atc_m01ab55","diclofenac, combinations"
"atc_n05ab04","prochlorperazine"
"atc_b01ac30","combinations"
"atc_a10ad04","Insulin lispro "
"atc_l02ba01","tamoxifen"
"atc_m01ae02","naproxen"
"atc_a10bb01","glibenclamide"
"atc_n06aa12","doxepin"
"atc_n02ac04","dextropropoxyphene"
"atc_n06da04","galantamine"
"atc_c07aa07","sotalol"
"atc_a10bb07","glipizide"
"atc_r06ax27","desloratadine"
"atc_r01ba52","pseudoephedrine, combinations"
"atc_c07aa05","propranolol"
"atc_r03ak06","salmeterol and other drugs for obstructive airway diseases"
"atc_r03ak07","formoterol and other drugs for obstructive airway diseases"
"atc_r03ba01","beclometasone"
"atc_c08ca02","felodipine"
"atc_a02ba02","ranitidine"
"atc_j01ma12","levofloxacin"
"atc_c07ag02","carvedilol"
"atc_m01ah01","celecoxib"
"atc_g04bd10","darifenacin"
"atc_j01fa10","azithromycin"
"atc_m05bb03","alendronic acid and colecalciferol"
"atc_c10aa02","lovastatin"
"atc_n03ax16","pregabalin"
"atc_n04ba02","levodopa and decarboxylase inhibitor"
"atc_c10aa01","simvastatin"
"atc_c08db01","diltiazem"
"atc_n05ah04","quetiapine"
"atc_n06aa09","amitriptyline"
"atc_h02aa02","fludrocortisone"
"atc_j01cf02","cloxacillin"
"atc_r06ae09","levocetirizine"
"atc_b02aa02","tranexamic acid"
"atc_p01ab01","metronidazole"
"atc_j01aa04","lymecycline"
"atc_c09ca01","losartan"
"atc_a04aa01","ondansetron"
"atc_j01fa09","clarithromycin"
"atc_a02bc05","esomeprazole"
"atc_m01ab08","etodolac"
"atc_m03bx02","tizanidine"
"atc_m02aa15","diclofenac"
"atc_j01ea01","trimethoprim"
"atc_n05cf02","zolpidem"
"atc_g04bd04","oxybutynin"
"atc_m01ab05","diclofenac"
"atc_c07aa03","pindolol"
"atc_c01ca01","etilefrine"
"atc_j01xx05","methenamine"
"atc_n02ca01","dihydroergotamine"
"atc_b01ac07","dipyridamole"
"atc_j05ab01","aciclovir"
"atc_j01ma06","norfloxacin"
"atc_n02ax02","tramadol"
"atc_n02ae01","buprenorphine"
"atc_n02aa59","codeine, combinations excl. psycholeptics"
"atc_m09ax01","hyaluronic acid"
"atc_n06dx01","memantine"
"atc_a02bc03","lansoprazole"
"atc_m01ah05","etoricoxib"
"atc_j01db05","cefadroxil"
"atc_m02aa07","piroxicam"
"atc_m01ac06","meloxicam"
"atc_h05ba01","calcitonin (salmon synthetic)"
"atc_b03ba03","hydroxocobalamin"
"atc_a06ac01","ispaghula (psylla seeds)"
"atc_j01ee02","sulfadiazine and trimethoprim"
"atc_c09ca03","valsartan"
"atc_c03ea02","trichlormethiazide and potassium-sparing agents"
"atc_j01cr02","amoxicillin and enzyme inhibitor"
"atc_c09aa02","enalapril"
"atc_m01ax05","glucosamine"
"atc_c07bb07","bisoprolol and thiazides"
"atc_a12ba01","potassium chloride"
"atc_n06ax11","mirtazapine"
"atc_c03da01","spironolactone"
"atc_j01ma02","ciprofloxacin"
"atc_c03aa03","hydrochlorothiazide"
"atc_c09aa04","perindopril"
"atc_g03ca03","estradiol"
"atc_n03af01","carbamazepine"
"atc_n02ab03","fentanyl"
"atc_j01ca08","pivmecillinam"
"atc_n05ba06","lorazepam"
"atc_h02ab07","prednisone"
"atc_m05ba06","ibandronic acid"
"atc_h02ab06","prednisolone"
"atc_r03ac02","salbutamol"
"atc_n05cd07","temazepam"
"atc_m01ae01","ibuprofen"
"atc_j01ce02","phenoxymethylpenicillin"
"atc_n05ba04","oxazepam"
"atc_n06ab03","fluoxetine"
"atc_n06ca01","amitriptyline and psycholeptics"
"atc_c08ca01","amlodipine"
"atc_c07ab07","bisoprolol"
"atc_b01aa03","warfarin"
"atc_c01aa05","digoxin"
"atc_j01ca04","amoxicillin"
"atc_c07ab02","metoprolol"
"atc_c01da14","isosorbide mononitrate"
"atc_a03fa01","metoclopramide"
"atc_a02bc02","pantoprazole"
"atc_a06ad11","lactulose"
"atc_g04bd07","tolterodine"
"atc_r05da20","combinations"
"atc_j01aa02","doxycycline"
"atc_j01db01","cefalexin"
"atc_m05ba07","risedronic acid"
"atc_c09aa05","ramipril"
"atc_a12ax","Calcium, combinations with vitamin D and/or other drugs"
"atc_c03ca01","furosemide"
"atc_m05ba04","alendronic acid"
"atc_c01da08","isosorbide dinitrate"
"atc_n05ax08","risperidone"
"atc_b03ba02","cyanocobalamin tannin complex"
"atc_n02be01","paracetamol"
"atc_c09da06","candesartan and diuretics "
"atc_c09ca06","candesartan"
"atc_c01da02","glyceryl trinitrate"
"atc_a02bc01","omeprazole"
"atc_h03aa01","levothyroxine sodium"
"atc_c07ab03","atenolol"
"atc_c03ea01","hydrochlorothiazide and potassium-sparing agents"
"atc_m02aa10","ketoprofen"
"atc_n06ab04","citalopram"
"atc_c03eb01","furosemide and potassium-sparing agents"
"atc_n06da02","donepezil"
"atc_n05ba12","alprazolam"
"atc_n05cf01","zopiclone"
